"id","agid","title","timestamp","author","author_primary","subject","source","journal","abstract","date","publication_year","publication_year_rev","issn","type","issue","volume","startpage","endpage","pageoffset","page","doi_url","doi","text_availability","language","chorus","pmid","pmid_url","pmcid","pmcid_url","files_ss"
"7261192","7261192","Characterization of Non-O157 Shiga Toxin-Producing Escherichia coli Cultured from Cattle Farms in Xinjiang Uygur Autonomous Region, China, During 2016–2017","2021-09-14T08:06:10Z","c(""Su, Zhanqiang"", ""Zhang, Ling"", ""Sun, Honghu"", ""Hu, Ying"", ""Fanning, Séamus"", ""Du, Pengcheng"", ""Cui, Shenghui"", ""Bai, Li"")","Su, Zhanqiang","c(""Shiga toxin-producing Escherichia coli"", ""beef"", ""beef cattle"", ""computer simulation"", ""dairy cattle"", ""genetic variation"", ""humans"", ""multilocus sequence typing"", ""prevalence"", ""pulsed-field gel electrophoresis"", ""serotypes"", ""virulence"", ""China"")","2021","Foodborne pathogens & disease","Most outbreaks of Shiga toxin–producing Escherichia coli (STEC) are attributed to consumption of contaminated foodstuffs including beef and dairy products. In this study, we evaluated the prevalence of non-O157 STEC cultured from beef and dairy cattle and collected in Xinjiang Uygur Autonomous Region in China. Results identified 67 non-O157 STEC recovered from the 793 samples including beef cattle (10.28%, 43/418) and dairy cattle (6.40%, 24/375). A total of 67 non-O157 STEC was sequenced allowing for in silico analyses of their serotypes, virulence genes, and identification of the corresponding multilocus sequence types (STs). Twenty-one O serogroups and nine H serotypes were identified and the dominant serotype identified was O22:H8. One stx1 subtype (stx1a) and four stx2 subtypes (2a, 2b, 2c, and 2d) were found in the 67 non-O157 STEC isolates. The results revealed that stx1a+stx2a-positive STEC isolates were predominant (32.83%, 22/67), followed by stx1a+stx2d (29.85%, 20/67) and stx2a alone (17.91%, 12/67). Non-O157 STEC isolates carried virulence genes ehxA (98.51%), subA (53.73%), and cdtB (17.91%). Of the four adherence-associated genes tested, eaeA was absent, whereas lpfA and iha were present in 67 and 55 non-O157 STEC isolates, respectively. The STEC isolates were divided into 48 pulsed-field gel electrophoresis patterns and 10 STs, and ST446 (O22:H8) was the dominant clone (22.38%). Our results revealed that there was a high genetic diversity among non-O157 STEC isolated from beef and dairy cattle, some of which have potential to cause human diseases.","2021-02-01","2021","7979-2021","1556-7125","article",NA,NA,NA,NA,NA,NA,"http://dx.doi.org/10.1089/fpd.2020.2843","10.1089/fpd.2020.2843","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7185446","7185446","Long-rains crops, short-rains crops, permanent crops and fruit crops: The ‘hidden’ multiple season-cropping system for adaptation to rain variability by smallholder farms","2021-09-14T06:27:26Z","c(""Tibesigwa, Byela"", ""Ntuli, Herbert"", ""Lokina, Razack"", ""Okumu, Boscow"", ""Komba, Coretha"")","Tibesigwa, Byela","c(""climate change"", ""environmental management"", ""fruits"", ""income"", ""rain"", ""uncertainty"", ""Sub-Saharan Africa"")","2021 v.278","Journal of environmental management","To adapt is to survive. However, sub-Saharan Africa, although highly dependent on agriculture, is vulnerable, most affected, with low-adaptive capacity. Luckily, the region is blessed with inherent adaptation-related strengths that are within reach, to counteract uncertainty in climatic patterns which are expected to continue well into the future. One such strength is a bimodal rainfall pattern that avails the ‘hidden’ multiple season-cropping systems that have the potential to produce four types of crops in a single plot in a single year: short-rains crops, long-rains crops, permanent crops and fruit crops. Despite burgeoning literature on adaptation, the impact of multiple season-cropping systems has not been adequately investigated. This study applies a novel approach to measure its impact on productivity of more than 10,000 smallholder plots using an endogenous switching regression framework. The study finds that plots that adopt multiple season-cropping systems produce higher quantities, earn more crop revenue, and are less likely to be affected by rainfall variability in comparison to plots that engage in single season-cropping systems. As the fight against climate change continues, there is need to move the needle on adaptation and consider strategies that are within reach. The multiple season-cropping systems provide this opportunity and emphasises the benefit of engaging in agriculture throughout the year and producing long-rains, short rains, permanent and fruits crops.","2021-01-15","2021","7979-2021","0301-4797","article",NA,"v. 278","111407",NA,NA,NA,"https://dx.doi.org/10.1016/j.jenvman.2020.111407","10.1016/j.jenvman.2020.111407","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"5958849","5958849","Resilience of Farm Women Working the Third Shift","2018-09-27T03:39:39Z","c(""Elliot, Valerie"", ""Hagel, Louise"", ""Dosman, James A."", ""Rana, Masud"", ""Lawson, Josh"", ""Marlenga, Barbara"", ""Trask, Catherine"", ""Pickett, William"")","Elliot, Valerie","c(""beef cattle"", ""cattle production"", ""comorbidity"", ""education"", ""epidemiological studies"", ""farm labor"", ""farms"", ""health status"", ""homemakers"", ""off-farm employment"", ""regression analysis"", ""women"", ""work schedules"", ""Saskatchewan"")","2018 v.23 no.1","Journal of agromedicine","Background: We examined physical health and work experiences in a Saskatchewan population of farm women, and determined how participation in the “third shift” (a phenomenon where women engage in off-farm employment, farm labor, and as homemakers) relates to their demographic, physical health, and work experiences. Materials and Methods: This is a cross-sectional epidemiological study. Reports from 980 women who lived or worked on Saskatchewan farms were analyzed to describe their health status, comorbidities, use of medications, and exposures to farm work. Regression models were used to explore determinants of participation in the third shift. Results: Two hundred and sixteen were women [22.0%] engaged in the “third shift”, and these women consistently reported significantly longer mechanized and non-mechanized farm work hours. Compared to women not involved in the third shift, participants in the third shift were more likely to be: 41–50 years of age [ORAdⱼ 2.06 (1.12, 3.77)], and involved in beef cattle production [ORAdⱼ 1.62 (1.05–2.49)], large animal chores [ORAdⱼ 1.66 (1.04–2.66)], use of shovels/pitchforks [ORAdⱼ 1.67 (1.08–2.57)], combine operation [ORAdⱼ 1.72 (1.08–2.74)], and have higher levels of education [e.g., ORAdⱼ 0.46 (0.29–0.72) for high school or less]. Descriptively, reduced engagement in the third shift was associated with “fair or poor” health status [ORCᵣᵤdₑ 0.32 (0.14–0.76)] and more co-morbidities [e.g., ORCᵣᵤdₑ 0.50 (0.33, 0.75) for 2 or more versus none reported]. Conclusion: This study found that farm women often report high levels of work, including engagement in the third shift. Women engaged in the third shift are also generally healthier than non-engaged women, consistent with a healthy worker effect.","2018-01-02","2018","7982-2018","1545-0813","article","no. 1","v. 23","70","77","7","pp. 8-77","http://dx.doi.org/10.1080/1059924X.2017.1384421","10.1080/1059924X.2017.1384421","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6339696","6339696","The importance of non-farm livelihoods for household food security and dietary diversity in rural Myanmar","2021-09-14T08:23:53Z","c(""Pritchard, Bill"", ""Rammohan, Anu"", ""Vicol, Mark"")","Pritchard, Bill","c(""arable soils"", ""assets"", ""farms"", ""food security"", ""household surveys"", ""households"", ""livelihood"", ""nutritional adequacy"", ""socioeconomics"", ""Myanmar"")","2019 v.67","Journal of rural studies","Recent processes of socio-economic change in rural Myanmar are etching significant shifts to the social distribution of advantage and disadvantage, with implications for patterns of food security and dietary quality. This paper uses original repeat cross-sectional household survey data to identify emergent relationships between land and livelihoods on the one hand, and food security and dietary quality, on the other. The paper concludes that although land ‘matters’ (landholding households are more likely to be food secure and have higher dietary diversity than landless households), this association is strongly conditioned by livelihood and seasonal circumstances. Households with livelihood arrangements articulated to the non-farm economy, whether they were landholders or landless, exhibited superior food and nutritional outcomes compared to those with livelihoods only in farming. Hence, while access to arable land remains an important factor in shaping food security and dietary diversity, of greater importance is the capacity for households to supplement their land assets with livelihood activities in the non-farm economy. This finding reinforces broader arguments that emphasise the importance of the non-farm economy as a vital shaper of wellbeing for rural households in the global South.","2019-04","2019","7981-2019","0743-0167","article",NA,"v. 67","89","100","11","pp. 89-100","https://dx.doi.org/10.1016/j.jrurstud.2019.02.017","10.1016/j.jrurstud.2019.02.017","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6369534","6369534","Human behaviour versus optimising agents and the resilience of farms – Insights from agent-based participatory experiments with FarmAgriPoliS","2021-09-14T09:08:30Z","c(""Appel, Franziska"", ""Balmann, Alfons"")","Appel, Franziska","c(""computers"", ""decision making"", ""farmers"", ""farms"", ""human behavior"", ""humans"")","2019 v.40","Ecological complexity","This paper aims to examine the extent to which human participants show higher resilience compared to computer agents in agent-based participatory experiments. We motivate and examine three types of resilient behaviour of farmers during a crisis or as response to competitive pressure: successful survival, loss-minimising farm exits, and path breaking respectively path creating growth strategies. Our experiments revealed that human decision makers recognised and exploited such resilient strategies in periods of crisis or under challenging circumstances in general better than myopic optimising agents, although they did not perform better on average. The reason can be seen in a substantial heterogeneity of human decision makers, for which we identified four categories: negligent gamblers, actors missing opportunities, solid farm managers and successful path breakers.","2019-12","2019","7981-2019","1476-945X","article",NA,"v. 40","100731",NA,NA,NA,"https://dx.doi.org/10.1016/j.ecocom.2018.08.005","10.1016/j.ecocom.2018.08.005","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7267973","7267973","Exploring opportunity cost of conversion to eco-friendly farming system: the case of Samsun and Adana provinces of Turkey","2021-09-14T08:16:50Z","c(""Yıldırım, Çağatay"", ""Türkten, Hatice"", ""Ceyhan, Vedat"", ""Atış, Ela"", ""Hasdemir, Mehmet"", ""Salalı, H. Ece"", ""Akyüz, Yarkın"", ""Güngör, Figen"")","Yıldırım, Çağatay","c(""cluster analysis"", ""environment"", ""environmental protection"", ""farms"", ""government payments"", ""opportunity costs"", ""questionnaires"")","2021 v.23 no.2","Environment, development and sustainability","For last decade, adverse effects of agricultural practices to environment have been critically important worldwide. However, there has been very limited information about sufficiency of government subsidies and effects of environmental consideration on productive efficiency. The purposes of the study are, therefore, to calculate the opportunity cost of conversion to eco-friendly farming in Samsun and Adana provinces of Turkey, to determine the effects of participating the program on the farm level production efficiency and to reveal link farmers’ satisfaction and opportunity cost of participating to EFALP. The bulk of data were collected from randomly selected 168 farms by using structured questionnaire during the production year of 2015. The difference between the net revenue of participants and non-participant farms was attributed to opportunity cost of conversion to eco-friendly farming system. Data envelopment analysis was used to calculate the efficiency measures such as technical efficiency, allocative efficiency and economic efficiency for similar participants and non-participant farms, which were selected by using cluster analysis. Research result showed that scores of economic efficiency, allocative efficiency and technical efficiency were 0.37, 0.84 and 0.45 in Adana, while that of Samsun were 0.4, 0.77 and 0.60, respectively. The share of subsidies for environmental protection in total subsidies for participant farms in Samsun and Adana was 88.6% and 55.6%, respectively. The opportunity cost of environment protection for average farm was €4454.3 in Adana and €502.5 in Samsun. The quantity of sacrifice for protecting environment in Adana is higher than that of Samsun. Farm level sufficiency of environmental subsidies was 10.6% in Adana, while that of Samsun was more than a hundred. Research results also showed that government environmental subsidies were not allocated efficiently since EFALP ignored the opportunity cost of conversion and its spatial differences. It was clear from the evidence based on the research findings that the quantity of sacrifice for protecting environment was the basic reason for farmers’ satisfaction from EFALP. Rethinking the mechanism of EFALP considering spatial variability of farms’ sacrifice for protecting the environment may reinforce the EFALP. Research suggested a new option that is allocating the government payment associated with an opportunity cost of conversion to balance spatial satisfaction among farms included EFALP and to increase financial efficiency of the EFALP budget.","2021-02","2021","7979-2021","1387-585X","article","no. 2","v. 23","1447","1460","13","pp. 1447-1460","https://dx.doi.org/10.1007/s10668-020-00630-3","10.1007/s10668-020-00630-3","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7036393","7036393","Wide Range of the Prevalence and Viral Loads of Porcine Circovirus Type 3 (PCV3) in Different Clinical Materials from 21 Polish Pig Farms","2021-09-14T09:17:04Z","c(""Woźniak, Aleksandra"", ""Miłek, Dagmara"", ""Stadejek, Tomasz"")","Woźniak, Aleksandra","c(""Porcine circovirus-3"", ""blood serum"", ""farms"", ""feces"", ""fetus"", ""fluids"", ""genome"", ""materials"", ""pathogens"", ""piglets"", ""prevalence"", ""quantitative polymerase chain reaction"", ""sampling"", ""suckling"", ""viral load"", ""viremia"", ""viruses"", ""weaning"")","2020 v.9 no.5","Pathogens","Porcine circovirus type 3 (PCV3) was described in different clinical cases and healthy pigs. However, little is known about its circulation in pig farms. In order to assess PCV3 prevalence in 21 Polish farms, serum, feces, and oral fluid samples were examined by quantitative real-time PCR. In total, 1451 pairs of serum and feces from the same animals, as well as 327 samples of oral fluids were analyzed. The results showed that PCV3 is more commonly detected in oral fluids (37.3% positives) than in serum (9.7% positives) or feces (15.0% positives) samples. The viral loads detected in these materials ranged from 10².⁵–10⁷.² genome equivalent copies/mL. Although in most farms PCV3 was detected post weaning, in nine farms, the virus was also found in groups of suckling piglets, and in six of them viremia was detected. In four farms with reproductive failure, fetal materials were also obtained. PCV3 was detected in 36.0% of fetuses or stillborn piglets (9/25) with viral loads of 10³.¹–10¹⁰.⁴ genome equivalent copies/mL. In summary, the virus circulation may show different patterns, and congenital or early infection is not uncommon. Precise quantification of PCV3 loads in clinical materials seems to be necessary for the study and diagnosis of the infection.","2020-05-25","2020","7980-2020","2076-0817","article","no. 5","v. 9",NA,NA,NA,NA,"https://dx.doi.org/10.3390/pathogens9050411","10.3390/pathogens9050411","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6521613","6521613","Distributed Complementary Control Research of Wind Turbines in Two Offshore Wind Farms","2021-09-14T09:36:05Z","c(""Wang, Bing"", ""Tian, Min"", ""Lin, Tingjun"", ""Hu, Yinlong"")","Wang, Bing","c(""energy"", ""farms"", ""models"", ""wind farms"", ""wind power"", ""wind turbines"")","2018 v.10 no.2","Sustainability","In order to stabilize the fluctuation of wind power and maintain a stable power output, a complementary control idea is proposed. This idea aims to make the output power from two wind farms complement each other. This study proposes a distributed control strategy to solve the complementary control problem of wind turbines in two offshore wind farms on the basis of the Hamiltonian energy theory. The proposed control strategy not only ensures synchronization for wind turbines in the same farm but also keeps the combined output power of the two wind farms stable. First, through the Hamiltonian realization, the single-machine model of a wind turbine is transformed into a port-controlled Hamiltonian system with dissipation (PCHD). Subsequently, the Hamiltonian energy control law is developed on the basis of the energy-shaping method to adjust the Hamiltonian energy function. The complementary control of the two wind farms is designed to synchronize the wind turbines within an individual wind farm and keep the combined output of the two wind farms stable. Furthermore, the complementary control strategy is modified to address the communication delay between the two wind farms by incorporating time delay into the control problem. Finally, the effectiveness of the distributed complementary control has been verified via simulations.","2018-02-22","2018","7982-2018","2071-1050","article","no. 2","v. 10",NA,NA,NA,NA,"http://dx.doi.org/10.3390/su10020553","10.3390/su10020553","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7351600","7351600","Differences in the Susceptibility to Commercial Insecticides among Populations of the Lesser Mealworm Alphitobius diaperinus Collected from Poultry Houses in France","2021-09-14T10:19:24Z","c(""Renault, David"", ""Colinet, Hervé"")","Renault, David","c("""", ""Alphitobius diaperinus"", ""at-risk population"", ""farms"", ""insecticide resistance"", ""pirimiphos-methyl"", ""poultry"", ""pyrethrins"", ""France"")","2021 v.12 no.4","Insects","The control of insect pests often relies on the recurrent application of insecticides. This is the case for the lesser mealworm, Alphitobius diaperinus, an invasive beetle infesting poultry farms. There is evidence that A. diaperinus can develop resistance to several insecticides. Evaluation of such resistance has never been conducted in France, despite the beetle’s presence since the 1970s. We assess insecticide susceptibility in 10 populations from French poultry farms and compare patterns with two susceptible populations. Adults are subjected to short-term exposures (4 h) to four commercial insecticides and their recovery is assessed. Temporal survival also is scored during constant exposures for seven days. Clear-cut differences among the farm populations are found. Except for three populations that have patterns similar to those of the two susceptible populations, all the other farm populations have a much greater capacity to recover and survive insecticide exposures, especially to pyrethroid-based formulations. Three populations in particular even exhibit clear signs of resistance to pyrethroids, with median lethal times more than 10-fold superior to values of the susceptible population. No insect in any population recovers from the pirimiphos-methyl exposure, and all beetles are apparently dead after 15 h. Our results demonstrate the existence of resistant populations to pyrethroids in Brittany France.","2021-03-31","2021","7979-2021","2075-4450","article","no. 4","v. 12",NA,NA,NA,NA,"http://dx.doi.org/10.3390/insects12040309","10.3390/insects12040309","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7020154","7020154","On-Farm Evaluation on Yield and Economic Performance of Cereal-Cowpea Intercropping to Support the Smallholder Farming System in the Soudano-Sahelian Zone of Mali","2021-09-14T08:57:51Z","c(""Sogoba, Bougouna"", ""Traoré, Bouba"", ""Safia, Abdelmounaime"", ""Samaké, Oumar  Baba"", ""Dembélé, Gilbert"", ""Diallo, Sory"", ""Kaboré, Roger"", ""Benié, Goze  Bertin"", ""B. Zougmoré, Robert"", ""Goïta, Kalifa"")","Sogoba, Bougouna","c(""animal feeding"", ""animals"", ""biomass"", ""cowpeas"", ""decision making"", ""economic performance"", ""farmers"", ""food security"", ""grain sorghum"", ""grain yield"", ""intercropping"", ""learning"", ""millets"", ""on-farm research"", ""small-scale farming"", ""Mali"")","2020 v.10 no.6","Agriculture (Basel)","Cereal-cowpea intercropping has become an integral part of the farming system in Mali. Still, information is lacking regarding integrated benefits of the whole system, including valuing of the biomass for facing the constraints of animal feedings. We used farmers’ learning networks to evaluate performance of intercropping systems of millet-cowpea and sorghum-cowpea in southern Mali. Our results showed that under intercropping, the grain yield obtained with the wilibali (short maturing duration) variety was significantly higher than the yield obtained with the sangaranka (long maturing duration) variety whether with millet (36%) or sorghum (48%), corresponding, respectively, to an economic gain of XOF (West African CFA franc) 125 282/ha and XOF 142 640/ha. While for biomass, the yield obtained with the sangaranka variety was significantly higher by 50% and 60% to that of wilibali with an economic gain of XOF 286 526/ha (with millet) and XOF 278 516/ha (with sorghum). Total gain obtained with the millet-cowpea system was significantly greater than that obtained with the sorghum-cowpea system by 14%, and this stands irrespective of the type of cowpea variety. Farmers prefer the grain for satisfying immediate food needs instead of economic gains. These results represent an indication for farmer’s decision-making regarding cowpea varieties selection especially for addressing household food security issues or feeding animals.","2020-06-09","2020","7980-2020","2077-0472","article","no. 6","v. 10",NA,NA,NA,NA,"http://dx.doi.org/10.3390/agriculture10060214","10.3390/agriculture10060214","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7171720","7171720","Does forestry pay? Case studies of four African American family forestland owners in Georgia, United States","2021-09-14T06:10:05Z","c(""Goyke, Noah"", ""Dwivedi, Puneet"")","Goyke, Noah","c(""African Americans"", ""case studies"", ""farm income"", ""farm profitability"", ""forest appraisal"", ""forest land"", ""forest ownership"", ""private forestry"", ""property tax"", ""rural communities"", ""rural economics"", ""sustainable forestry"", ""Georgia"")","2021 v.3","Trees, forests and people","Since 1920 African Americans have lost about 14 million acres of land, a staggering loss of capital with ramifications for landowners and their rural communities. Land retention and acquisition are vital for preserving and reclaiming the heritage of many rural African Americans, improving rural economies, and serving as a platform to build generational wealth necessary for sustaining rural communities into the future. One proposed means of land retention is using forest income to meet property tax obligations. In this context, this study explores the ability of African American forest landowners to meet their tax obligations with forest income through four case studies. For each case, we compared two management scenarios: business as usual and active forest management. We found that while active forest management is more profitable than business as usual, both are profitable in the right environment. Our most important finding is the importance of Conservation Use Valuation to reduce tax obligations, something out of the reach of heirs' property landowners, which may contribute to heirs' property loss. Our results inform current initiatives for resolving heirs' property issues and promoting sustainable forestry among African American forest landowners for ensuring regular income and successful intergenerational land transfer.","2021-03","2021","7979-2021","2666-7193","article",NA,"v. 3","100047",NA,NA,NA,"https://dx.doi.org/10.1016/j.tfp.2020.100047","10.1016/j.tfp.2020.100047","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6352315","6352315","Effects of climate and farm management practices on bovine digital dermatitis in spring-calving pasture-based dairy farms in Taranaki, New Zealand","2021-09-14T08:43:15Z","c(""Yang, D.A."", ""Laven, R.A."", ""Chesterton, R.N."")","Yang, D.A.","c(""air temperature"", ""climate"", ""confidence interval"", ""cows"", ""dairy farming"", ""dermatitis"", ""early lactation"", ""equations"", ""farm management"", ""farms"", ""herds"", ""hoof trimming"", ""meteorological data"", ""models"", ""questionnaires"", ""rain"", ""relative risk"", ""soil temperature"", ""New Zealand"")","2019 v.247","The veterinary journal","To investigate the effect of climate and farm management practices on prevalence of bovine digital dermatitis (BDD) in spring-calving farms in Taranaki, New Zealand, whole herd assessments of BDD were made on 57 farms which had been previously identified as having cows with BDD. Assessments of BDD lesions were made on five occasions between early lactation (September 2015) and drying-off (May 2016; at approximately 6-week intervals). Along with the clinical assessment, data on farm management practices were collected using questionnaires. In addition, climate data including rainfall and soil/air temperature were obtained from a local weather station. The raw temporal pattern was analysed using a generalised estimating equation method, followed by a mixed effects negative binomial model which modelled the associations between prevalence and the covariates including management practices, rainfall and soil temperature.The highest farm and cow level prevalences were seen on the second visit (27/Oct/2015–11/Dec/2015) and were lowest on the fourth visit (29/Jan/2016–10/Mar/2016). Farms with a higher prevalence at the first visit tended to have a higher prevalence at later visits, even though the affected individuals were often different. There was thus a strong correlation (0.94) between prevalence (proportion of cows affected at each time point) and incidence (proportion of cows with new affections at each time point). Two climate measurements were found to have associations with BDD prevalence. Firstly, increased rainfall in the previous month was associated with decreased cow level prevalence; secondly, there was a quadratic relationship between prevalence and soil temperature, with prevalence increasing as soil temperature increased from 11.8 °C to approximately 18 °C and then decreasing as soil temperature increased from approximately 18 °C to 23.9 °C. In addition to the effect of climate, using outside staff to perform hoof trimming was found to increase the risk of BDD affection (risk ratio [RR]: 2.06, 95% confidence interval [CI]: 1.05–4.06).","2019-05","2019","7981-2019","1090-0233","article",NA,"v. 247","75","80","5","pp. 75-80","https://dx.doi.org/10.1016/j.tvjl.2019.03.004","10.1016/j.tvjl.2019.03.004","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6305521","6305521","Genetic and antigenic dynamics of influenza A viruses of swine on pig farms in Thailand","2021-09-14T07:38:54Z","c(""Mine, Junki"", ""Abe, Haruka"", ""Parchariyanon, Sujira"", ""Boonpornprasert, Prakit"", ""Ubonyaem, Namfon"", ""Nuansrichay, Bandit"", ""Takemae, Nobuhiro"", ""Tanikawa, Taichiro"", ""Tsunekuni, Ryota"", ""Uchida, Yuko"", ""Saito, Takehiko"")","Mine, Junki","c(""Influenza A virus"", ""antigenic variation"", ""farms"", ""hemagglutinins"", ""humans"", ""monitoring"", ""mutation"", ""phylogeny"", ""swine"", ""viruses"", ""Thailand"")","2019 v.164 no.2","Archives of virology","Surveillance studies of influenza A virus of swine (IAV-S) have accumulated information regarding IAVs-S circulating in Thailand, but how IAVs-S evolve within a farm remains unclear. In the present study, we isolated 82 A(H1N1)pdm09 and 87 H3N2 viruses from four farms from 2011 through 2017. We then phylogenetically and antigenically analyzed the isolates to elucidate their evolution within each farm. Phylogenetic analysis demonstrated multiple introductions of A(H1N1)pdm09 viruses that resembled epidemic A(H1N1)pdm09 strains in humans in Thailand, and they reassorted with H3N2 viruses as well as other A(H1N1)pdm09 viruses. Antigenic analysis revealed that the viruses had acquired antigenic diversity either by accumulating substitutions in the hemagglutinin protein or through the introduction of IAV-S strains with different antigenicity. Our results, obtained through continuous longitudinal surveillance, revealed that IAV-S can be maintained on a pig farm over several years through the generation of antigenic diversity due to the accumulation of mutations, introduction of new strains, and reassortment events.","2019-02","2019","7981-2019","0304-8608","article","no. 2","v. 164","457","472","15","pp. 457-472","https://dx.doi.org/10.1007/s00705-018-4091-4","10.1007/s00705-018-4091-4","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7415684","7415684","Dairy farmers’ heterogeneous preferences for animal welfare-enhancing flooring properties: A mixed logit approach applied in Sweden","2021-09-13T04:52:32Z","c(""Owusu-Sekyere, E."", ""Hansson, H."", ""Telezhenko, E."")","Owusu-Sekyere, E.","c(""animal welfare"", ""dairy cattle"", ""data collection"", ""farm management"", ""hardness"", ""models"", ""risk"", ""Sweden"")","2021 v.250","Livestock science","In this paper, we examine preferences for flooring properties that enhance animal welfare in dairy cattle barns among a sample of Swedish dairy farmers. The findings reveal that respondents differ in their choice of flooring properties that improve farm animal welfare. The findings also show that they consider low-slip risk and the softness of floors to be the most important properties. Findings from a latent variable model revealed that floor packaging and installation, workability and animal welfare are important factors that explain the respondents’ preferences for different types of floors. The findings demonstrate that dairy farmers who prefer soft, low-slip and less abrasive floors are influenced by the way the floors are incorporated and installed into the building design, the ease with which other tasks can be performed after installing the flooring and the welfare that the specific flooring provides for the animals. The findings contribute relevant insights that are needed for the promotion and adoption of farm management practices that improve animal welfare.","2021-08","2021","7979-2021","1871-1413","article",NA,"v. 250","104591",NA,NA,NA,"https://dx.doi.org/10.1016/j.livsci.2021.104591","10.1016/j.livsci.2021.104591","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6284937","6284937","Investigation of energy output in mountain wind farm using multiple-units SCADA data","2021-09-14T07:07:51Z","c(""Dai, Juchuan"", ""Tan, Yayi"", ""Shen, Xiangbin"")","Dai, Juchuan","c(""algorithms"", ""data collection"", ""energy"", ""landscapes"", ""mountains"", ""wind farms"", ""wind power"", ""wind speed"", ""wind turbines"")","2019 v.239","Applied energy","The energy output characteristics of mountain wind farms are more complex and unpredictable than that of flat wind farms because of complex mountainous terrain. Some questions about the energy output characteristics of mountain wind farms are still unclear. For example, the effect of local wind resource characteristics on the energy output of mountain wind farms. In another scenario, single-unit data from Supervisory Control and Data Acquisition (SCADA) system are used to investigate the performance of wind turbines in some cases. But, single-unit SCADA data may not be very comprehensive. To fill this gap, multiple-units SCADA data of 2 MW wind turbines are used to comparatively investigate the energy characteristics of wind turbines in a mountain wind farm. The main contribution of this paper is to obtain a new and comprehensive understanding of the actual characteristics of the energy output of mountain wind farms, rather than staying in the design stage or general theoretical analysis. Specifically, the following issues, including (1) influence of wind speed on energy output, (2) influence of wind direction on energy output, (3) relationship between rotor speed and energy output, (4) power coefficient, have been discussed in depth. To overcome the influence of inherent deviation in wind speed measurement and the inertia of the wind rotor, a newly improved algorithm for calculating power coefficient is proposed. Creatively, a fast and operable data dividing method is presented, and the power coefficients of different operating regions are given. Through the investigation, the influence of local wind resource characteristics on the energy output is obtained. It is found that in the same mountain wind farm, the energy output curves of different wind turbines are different. For instance, energy outputs for four wind turbines in December 2015 are 434 MW, 614 MW, 205 MW, 255 MW, respectively.","2019-04-01","2019","7981-2019","0306-2619","article",NA,"v. 239","225","238","13","pp. 225-238","https://dx.doi.org/10.1016/j.apenergy.2019.01.207","10.1016/j.apenergy.2019.01.207","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7340047","7340047","Farming carbon: The link between saltwater intrusion and carbon storage in coastal agricultural fields","2021-09-14T10:01:41Z","c(""de la Reguera, Elizabeth"", ""Tully, Katherine L."")","de la Reguera, Elizabeth","c(""agriculture"", ""agroecosystems"", ""carbon"", ""carbon sequestration"", ""clay"", ""environment"", ""farms"", ""flocculation"", ""marshes"", ""microaggregates"", ""salinity"", ""saltwater intrusion"", ""vegetation"")","2021 v.314","Agriculture, ecosystems & environment","As sea levels continue to rise, coastal agroecosystems have become more vulnerable to saltwater intrusion (SWI). Saltwater intrusion is the landward movement of sea salts, which can alter carbon (C) storage. Transitioning agricultural fields have the potential to become C sinks as SWI advances inland and turns farms to marshes. The objectives of our study were to (1) quantify the size of C pools along a salinity transect; (2) determine how soil C is occluded through levels of physical protection in soil aggregates; (3) examine relationships between indicators of SWI and soil C measures in coastal farm fields. We collected soils (to a depth of ~140 cm) along a transect from the edge of a salt-damaged field (high salinity and frequently inundated) to the center (low salinity and drier). We measured bulk soil C pools and the amount of C stored in large macroaggregates, small macroaggregates, microaggregates, and silt+clay size classes. Soil C pools were largest in the edge of field and ditch bank soils compared to the center of the field (P = 0.01). In ditch bank soils, most of the C was stored in large macroaggregates; however, in the center of the field, most C was stored in silt+clays. We suggest that frequent wetting events may lead to increased C storage along the edges of farm fields both as a result of suppressed decomposition rates and increased clay flocculation leading to macroaggregate formation. Further, a vegetation shift from annual, shallow-rooted crops to perennial, deeply rooted marsh grasses along field edges likely contributed to higher soil C levels as well as increased aggregation. An improved understanding of soil C dynamics can help inform management strategies that support farm and environmental wellbeing as our coastlines change.","2021-07-01","2021","7979-2021","0167-8809","article",NA,"v. 314","107416",NA,NA,NA,"https://dx.doi.org/10.1016/j.agee.2021.107416","10.1016/j.agee.2021.107416","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
